Age,Weight,HeartRate,Gender,Duration_minutes,AnklePain,HipPain,BackPain,LegPain,NeckPain,Walking,Weights,Jogging,Squats,Gym
37,66,97,Male,53,1,0,1,1,0,0,1,1,1,1
20,49,119,Female,53,1,1,0,1,1,1,0,0,1,0
21,70,98,Male,90,0,1,0,1,0,0,1,0,1,0
21,57,116,Male,95,1,0,1,1,1,0,0,0,0,1
31,46,92,Male,105,0,0,1,0,1,1,1,0,1,0
20,62,88,Male,87,0,1,1,1,0,0,0,0,0,0
44,56,103,Male,89,0,1,1,0,1,0,0,1,0,1
23,70,106,Female,85,0,0,0,1,0,1,1,1,1,0
26,78,114,Male,105,0,1,1,1,0,1,1,0,1,0
44,55,93,Female,74,1,1,1,1,1,0,0,0,0,1
26,71,107,Male,98,1,1,0,1,0,0,0,1,0,1
29,62,95,Female,69,1,1,1,1,0,1,0,1,1,1
22,54,71,Male,90,1,0,1,0,0,0,1,1,1,0
37,75,80,Male,105,1,0,0,0,0,0,1,1,1,0
42,61,103,Male,105,0,0,1,0,1,1,1,0,0,0
27,62,71,Male,62,1,1,1,0,0,1,0,0,1,0
31,55,116,Female,66,0,1,0,1,0,0,0,0,1,1
40,46,103,Male,89,0,1,0,0,0,0,1,1,0,1
40,77,89,Male,60,1,0,1,1,0,1,1,1,1,1
21,66,87,Female,79,1,1,1,1,0,1,0,1,0,0
35,55,106,Male,91,0,0,1,1,0,0,0,0,1,1
29,80,91,Male,84,0,1,1,1,0,0,1,1,0,0
31,67,89,Female,91,0,1,0,1,1,1,1,1,0,1
19,72,115,Female,59,0,0,1,1,0,0,1,1,1,1
25,56,100,Female,45,1,1,1,1,0,1,1,0,1,0
23,55,107,Female,48,1,1,0,0,1,0,0,0,1,0
22,72,105,Male,86,0,0,1,0,1,0,1,0,0,0
26,60,92,Male,65,1,1,1,0,1,1,0,0,0,1
21,79,74,Female,54,0,0,0,0,0,0,1,0,0,1
43,78,106,Female,67,1,1,1,0,1,0,1,1,0,1
35,46,87,Male,66,0,0,1,0,0,0,1,0,0,0
24,47,78,Male,83,1,1,0,1,1,0,1,1,1,1
40,68,110,Female,60,1,0,1,1,1,0,0,0,1,1
29,80,116,Female,84,0,0,0,0,1,0,0,0,0,0
21,46,71,Female,93,0,1,0,0,1,1,0,0,1,1
35,74,78,Female,98,0,0,0,1,1,1,1,1,1,0
34,45,106,Female,93,0,0,0,0,1,0,1,0,1,1
31,58,105,Female,69,1,1,1,1,0,0,1,1,0,1
24,45,76,Male,92,0,0,1,1,0,1,0,0,1,1
41,56,104,Female,81,1,1,0,1,0,0,0,1,0,0
26,69,106,Female,51,0,1,0,1,1,0,0,0,1,0
23,45,72,Female,77,1,0,1,1,1,0,1,0,0,0
44,52,74,Male,111,0,0,1,0,0,0,1,1,1,1
23,76,84,Male,64,1,1,0,0,1,0,0,1,0,1
24,60,108,Female,47,0,1,1,0,1,0,1,0,1,0
43,55,101,Male,51,0,0,0,1,1,0,1,0,1,1
38,47,117,Female,96,1,0,0,1,1,1,0,0,1,0
19,57,103,Female,53,0,1,1,0,1,1,0,1,1,0
26,77,117,Male,93,1,1,1,1,0,1,0,1,1,1
30,60,98,Male,92,0,1,0,0,0,1,0,0,0,0
43,67,89,Female,107,1,0,1,1,0,1,0,1,1,0
39,69,100,Female,56,0,1,0,1,1,1,1,0,1,1
20,68,79,Male,102,1,0,0,1,1,0,1,0,0,1
32,57,74,Male,55,1,0,0,1,1,0,1,0,0,0
37,73,107,Female,77,0,1,0,1,0,0,0,1,1,0
42,70,93,Male,114,1,1,1,1,1,0,1,1,0,0
21,72,93,Male,64,1,0,1,1,0,1,0,1,0,0
20,73,115,Male,107,0,1,1,0,1,1,1,0,0,0
22,63,80,Male,72,0,1,0,0,1,1,1,1,0,0
31,64,104,Male,91,0,0,1,0,0,1,1,1,1,1
38,51,79,Female,99,0,1,1,1,1,0,0,0,1,1
34,76,117,Female,108,1,0,1,0,1,1,1,0,0,1
36,65,104,Female,81,0,0,1,0,0,0,0,0,0,0
40,66,69,Female,70,0,1,0,0,1,0,0,0,1,1
37,59,99,Male,117,1,1,1,1,1,1,0,0,0,0
29,61,84,Male,63,0,1,1,0,0,0,0,0,1,0
44,73,109,Female,52,0,0,1,1,1,1,0,0,0,0
37,50,85,Male,86,1,0,1,0,1,0,1,0,1,0
30,60,93,Male,103,0,1,0,1,1,0,0,0,1,1
42,61,93,Male,58,0,0,1,0,1,1,0,1,0,0
38,47,70,Male,56,0,0,1,0,1,1,1,0,1,1
20,66,78,Male,106,0,0,1,0,1,1,0,0,1,1
26,70,71,Female,79,0,1,0,1,0,0,0,0,0,1
19,79,117,Female,78,1,1,0,1,1,1,1,1,0,0
44,59,101,Female,106,1,0,1,1,0,1,0,0,1,0
20,77,92,Male,99,0,1,0,0,1,1,0,0,1,0
37,70,118,Male,79,0,0,1,1,1,1,0,1,0,1
31,58,102,Female,81,1,1,0,0,1,0,1,1,0,1
35,52,81,Male,66,0,0,0,0,0,1,1,1,0,1
36,69,90,Male,59,0,0,0,1,0,0,1,1,1,0
40,68,74,Female,70,0,0,1,0,1,0,1,0,1,0
31,62,71,Male,84,0,0,1,0,0,0,1,1,0,1
28,69,116,Male,102,1,1,1,0,0,0,1,0,0,1
41,61,80,Female,116,0,1,1,0,1,1,0,0,0,1
39,45,80,Male,53,0,0,0,0,0,1,0,1,0,0
25,67,90,Male,103,1,0,1,1,0,1,1,1,1,0
27,72,94,Male,95,0,1,0,1,0,0,1,0,0,0
37,68,116,Female,69,1,1,1,0,1,1,1,1,0,0
32,76,77,Male,48,1,1,1,1,0,0,1,1,0,1
35,62,94,Male,63,1,1,1,1,1,1,0,1,1,1
25,45,75,Male,79,1,1,0,0,1,1,0,1,1,1
37,58,95,Male,81,0,0,0,0,0,1,0,1,0,0
41,64,92,Female,117,1,0,1,0,1,0,1,1,1,1
28,76,80,Female,49,0,0,0,0,0,0,0,0,0,1
33,58,85,Female,79,0,1,1,1,0,0,1,1,1,1
31,53,69,Male,90,1,0,1,0,0,0,0,0,0,0
42,71,90,Female,111,1,1,1,0,0,1,0,1,0,0
31,60,84,Male,89,0,1,0,0,0,1,0,1,0,1
28,75,107,Male,74,0,1,1,0,0,0,1,0,1,1
30,45,78,Male,53,0,1,1,0,1,0,0,1,0,0
27,74,96,Female,80,1,1,1,1,0,1,1,0,0,1
40,64,101,Male,47,0,1,0,1,1,1,0,0,1,0
39,63,115,Male,83,0,0,0,0,0,1,0,0,1,0
31,74,96,Male,102,0,0,0,1,1,0,1,0,0,0
31,45,90,Male,56,0,1,1,1,1,1,1,0,1,0
33,81,107,Male,118,1,1,0,0,0,0,1,0,1,0
26,66,79,Female,104,0,1,1,0,1,0,0,0,0,1
30,50,89,Male,80,0,1,0,1,0,1,0,0,0,0
42,79,113,Male,55,0,1,0,0,1,0,0,1,0,0
33,81,107,Female,45,0,1,1,1,0,0,1,1,1,1
24,66,72,Male,82,1,1,0,1,1,1,1,1,0,1
22,72,90,Female,106,1,1,0,0,1,0,0,1,1,0
33,54,105,Female,76,0,1,0,1,1,0,1,0,0,0
33,45,103,Male,81,1,1,0,1,0,0,1,0,0,1
32,45,114,Female,66,1,1,0,0,1,0,0,1,0,0
20,77,92,Male,101,1,0,1,0,1,0,1,0,0,0
22,77,111,Female,71,1,1,1,0,0,0,0,0,0,0
20,75,95,Female,97,1,1,0,1,1,0,1,1,0,0
42,66,72,Female,107,1,0,1,0,0,0,0,0,1,0
41,65,115,Male,55,1,0,1,0,1,0,0,1,0,1
40,62,112,Female,92,1,1,1,1,0,0,1,1,1,1
24,65,79,Female,105,0,1,1,1,0,1,0,0,1,1
26,75,73,Male,47,0,0,0,1,1,1,1,1,0,1
33,56,78,Female,101,0,1,1,1,1,1,1,1,1,1
27,73,109,Female,65,1,0,0,0,1,0,1,1,1,0
44,58,114,Female,72,1,1,0,0,1,0,1,0,1,1
37,48,90,Male,58,0,1,0,1,0,1,1,1,1,1
40,70,77,Male,116,0,0,0,1,0,1,1,0,0,0
19,65,103,Male,45,1,0,1,0,1,1,0,1,0,0
29,45,107,Male,110,0,1,1,1,0,0,1,0,1,1
33,69,87,Male,49,0,1,1,0,0,0,1,0,0,0
20,73,102,Female,50,0,1,1,0,1,1,0,1,0,0
30,54,87,Male,80,0,0,0,1,0,0,1,0,0,1
39,73,112,Female,112,1,0,1,1,0,0,1,0,0,0
33,45,70,Male,115,0,0,1,0,1,0,1,1,1,0
27,75,88,Male,90,0,0,0,0,1,1,1,1,0,0
39,63,104,Female,64,0,0,1,0,0,0,0,1,1,0
29,81,80,Female,80,1,1,0,1,0,0,1,1,1,1
41,77,116,Male,61,0,0,1,1,0,0,0,0,0,1
33,49,110,Female,55,0,0,0,0,1,1,0,0,1,1
31,53,109,Male,88,0,1,0,1,0,1,1,0,0,0
24,48,100,Male,107,0,1,0,1,0,1,1,0,1,0
21,59,78,Female,116,0,1,1,1,0,1,0,1,1,1
26,62,105,Male,79,1,1,0,0,0,1,0,0,1,0
29,66,107,Male,94,1,0,0,1,1,1,0,0,1,0
20,62,86,Female,109,1,1,0,1,1,1,0,0,0,1
38,75,100,Female,48,1,1,0,0,0,1,1,0,1,0
24,78,119,Female,48,1,1,0,1,0,0,0,0,0,1
33,68,118,Female,53,0,1,0,1,1,1,0,0,0,1
29,72,115,Male,80,1,0,0,1,1,0,1,1,1,0
30,76,75,Female,82,1,1,0,1,1,0,0,0,1,1
40,69,79,Female,85,1,1,0,0,1,1,0,1,0,0
21,80,71,Female,65,1,1,1,0,1,1,1,0,1,0
22,51,115,Female,55,1,0,1,0,0,1,0,0,0,1
21,49,76,Female,101,1,1,0,0,1,1,1,0,0,0
20,72,112,Male,60,1,0,1,1,0,0,1,0,1,0
35,54,115,Female,71,0,0,0,0,0,0,1,0,0,1
20,76,93,Male,53,0,0,1,0,1,1,0,0,0,0
25,55,109,Male,52,0,1,1,1,1,1,1,1,1,0
44,51,116,Male,103,1,1,1,0,0,0,1,0,1,0
43,77,77,Male,60,0,0,0,1,0,1,1,1,0,0
30,57,114,Male,61,0,0,1,0,0,0,0,1,0,1
26,45,71,Female,60,1,1,1,1,0,0,0,0,1,0
32,48,91,Male,86,1,1,0,0,1,1,0,0,0,0
28,72,71,Female,60,1,1,1,1,0,0,1,0,1,1
19,52,106,Female,94,1,1,1,0,0,0,1,0,1,1
26,72,91,Male,59,1,0,0,0,1,1,0,1,1,0
21,76,96,Female,117,1,1,1,0,1,0,1,0,0,1
31,60,97,Female,106,1,1,0,1,0,0,1,0,1,1
44,71,89,Female,82,1,1,0,0,0,0,1,1,1,0
41,65,98,Female,76,1,1,1,0,0,0,0,1,1,0
25,45,84,Male,111,1,0,0,1,1,1,0,1,0,1
36,51,73,Female,118,1,0,1,0,0,1,1,0,0,1
40,69,102,Female,119,0,0,1,1,1,1,0,0,0,1
38,78,100,Male,104,1,1,0,0,0,0,1,0,1,0
27,70,88,Male,101,0,0,0,1,0,0,0,0,1,0
34,70,76,Female,87,1,1,0,1,1,0,1,0,0,1
26,55,105,Female,118,0,0,0,1,1,0,0,1,1,1
42,63,85,Male,49,1,0,1,0,1,1,0,1,0,0
43,53,99,Female,58,0,0,1,0,0,1,0,1,0,0
29,47,88,Male,98,1,1,0,0,1,0,1,0,1,0
34,53,76,Male,94,0,0,1,0,1,1,0,0,0,0
38,64,83,Female,88,1,1,0,0,0,0,0,0,1,1
40,50,75,Female,82,1,0,1,1,0,1,1,0,0,0
24,52,86,Male,72,1,1,1,1,0,0,1,0,1,1
34,51,91,Male,64,0,0,0,1,0,1,1,0,1,1
33,70,81,Female,111,1,0,0,1,1,1,1,0,0,0
41,62,88,Male,54,0,0,1,0,0,1,1,1,0,0
24,55,99,Male,94,1,0,1,1,0,0,0,0,0,0
25,73,73,Male,57,1,0,1,1,1,1,0,0,0,1
28,54,106,Female,56,0,0,0,0,1,0,1,0,0,0
43,59,72,Female,55,1,0,0,1,1,0,1,1,0,1
42,54,119,Male,105,0,1,1,0,1,0,0,1,0,1
21,71,103,Female,102,0,1,0,0,1,0,0,1,0,0
39,54,91,Female,71,0,0,1,1,1,0,1,0,1,0
37,63,87,Male,69,0,1,1,1,1,1,0,1,1,0
29,73,72,Female,89,0,1,1,0,0,0,0,0,1,1
43,66,69,Male,52,1,0,0,0,1,0,0,0,0,0
32,65,94,Female,114,0,0,1,0,1,0,0,0,1,1
37,74,99,Male,92,0,1,0,1,1,1,1,0,1,1
38,47,96,Female,95,0,1,0,1,1,0,1,0,1,0
33,80,108,Male,112,1,0,0,0,1,1,1,1,0,1
25,78,114,Female,111,1,1,1,0,1,1,1,1,1,0
24,51,112,Male,90,0,0,1,1,0,1,0,0,1,0
37,66,91,Female,53,1,0,1,0,0,0,0,0,0,0
20,77,99,Male,108,0,0,0,0,1,0,0,1,0,0
36,46,102,Female,46,1,0,0,0,1,0,0,0,0,1
22,69,85,Male,70,1,1,1,1,1,1,0,0,1,0
28,72,70,Female,98,1,0,1,0,0,1,1,0,1,0
31,71,107,Female,116,0,0,1,0,1,0,0,1,0,0
30,63,86,Male,101,1,1,0,0,1,1,0,1,0,1
42,57,110,Female,97,1,1,0,1,0,1,1,1,1,1
21,62,118,Male,58,0,0,0,1,1,0,0,0,1,0
30,48,80,Female,93,1,1,1,1,1,0,1,1,1,1
38,47,82,Male,95,1,1,1,1,1,0,0,0,0,0
22,74,99,Female,111,1,1,0,0,0,1,1,0,1,1
30,80,95,Female,114,0,0,0,0,0,1,0,0,1,0
27,65,105,Male,77,0,1,0,1,1,1,0,1,1,1
43,74,110,Female,48,0,0,0,1,0,0,0,1,1,0
27,57,80,Female,60,0,1,1,1,1,0,1,1,1,0
31,70,71,Male,95,1,1,0,0,1,0,1,1,0,0
20,78,98,Female,61,1,1,1,1,0,1,1,1,0,0
32,62,89,Female,51,0,1,1,1,0,0,1,0,0,0
22,80,98,Male,117,0,0,0,0,0,0,0,0,1,0
36,74,102,Female,60,1,0,0,0,1,0,1,1,0,0
21,50,72,Female,65,1,1,1,1,1,0,1,0,1,1
25,59,109,Female,89,1,1,1,0,1,1,1,1,1,0
39,81,107,Female,91,1,1,1,0,1,0,1,1,1,0
40,52,89,Female,114,0,0,0,1,0,0,1,1,0,0
28,78,119,Male,46,0,1,0,1,0,1,1,0,0,0
41,63,115,Female,118,0,0,0,0,1,0,1,1,0,0
42,45,115,Female,54,0,0,0,1,0,0,1,1,1,0
44,78,102,Female,60,1,1,0,0,0,1,1,1,1,0
34,54,113,Male,112,0,0,1,0,0,1,0,1,0,0
39,60,114,Male,45,0,1,1,1,1,0,0,1,1,0
36,76,95,Female,71,1,0,0,1,0,1,1,1,1,1
30,48,92,Female,71,0,1,0,1,0,1,0,0,1,0
29,76,85,Female,89,1,0,0,0,0,1,1,0,1,0
21,57,72,Female,66,0,1,0,0,0,0,0,1,1,0
29,60,117,Male,99,0,1,0,1,1,1,0,0,0,0
31,69,89,Female,48,0,0,1,1,0,1,1,0,0,1
33,64,82,Male,103,1,1,0,0,0,0,1,0,1,1
37,76,74,Male,95,1,1,1,0,0,0,0,1,0,0
43,46,86,Male,56,1,1,0,0,0,1,1,1,0,1
31,53,108,Male,88,0,1,0,0,0,1,0,1,1,0
29,73,71,Female,47,0,0,0,0,0,1,0,0,1,1
37,66,105,Female,85,0,0,0,0,0,0,0,0,1,1
23,67,104,Male,114,0,0,1,1,0,1,0,0,1,1
32,72,105,Male,54,0,1,1,0,0,1,1,0,1,0
40,51,80,Female,70,1,0,1,0,1,0,1,0,0,0
24,81,108,Female,101,1,1,1,0,1,1,0,1,1,1
36,65,73,Male,86,0,1,1,1,1,1,0,0,0,1
27,59,80,Male,100,1,1,1,0,1,0,0,0,0,0
23,47,72,Male,59,0,0,0,0,0,0,0,1,1,1
31,67,105,Female,64,0,1,1,1,0,0,1,1,0,0
22,46,82,Male,116,0,1,1,0,0,1,0,1,0,0
44,52,81,Female,86,1,1,1,1,1,1,0,0,1,1
22,67,108,Female,105,1,1,1,0,0,0,1,1,0,0
33,71,77,Male,47,1,0,0,1,1,1,1,1,0,0
20,47,89,Male,72,1,1,0,1,0,1,0,1,0,0
22,67,92,Male,107,1,0,0,1,0,1,1,0,0,0
24,65,76,Female,54,1,1,0,1,0,1,0,0,1,0
43,65,80,Male,104,0,1,0,0,0,0,0,1,0,1
26,71,117,Female,62,1,1,0,1,0,0,0,0,1,1
39,51,103,Female,78,1,0,1,1,1,0,1,1,1,0
23,69,97,Female,114,0,1,1,0,0,0,1,0,1,1
39,67,87,Female,67,1,1,1,0,1,1,1,1,0,1
26,74,119,Male,59,0,0,0,1,0,1,0,0,0,0
28,74,70,Female,101,1,1,1,1,1,1,1,1,1,1
39,70,83,Female,102,0,1,0,1,0,1,0,0,1,1
21,74,72,Male,96,0,1,1,0,0,1,0,1,1,1
28,58,97,Male,51,0,1,0,0,0,1,0,1,1,1
39,61,95,Female,52,0,0,1,0,0,0,0,1,1,0
28,57,116,Male,116,0,0,1,0,0,1,0,1,0,0
27,45,77,Male,53,1,1,1,1,1,1,1,0,1,0
41,57,106,Male,79,0,0,1,1,0,1,1,1,1,1
40,57,99,Male,65,0,1,1,0,0,0,0,0,1,1
41,81,70,Female,56,0,0,1,1,1,1,0,1,0,0
39,53,98,Male,116,1,0,1,1,1,1,0,1,0,1
24,63,71,Female,71,0,1,0,1,0,1,0,1,1,1
26,80,73,Female,111,1,1,1,0,0,1,0,1,0,0
24,76,77,Male,117,0,1,0,1,0,1,0,1,0,1
36,66,73,Female,70,1,0,0,0,1,0,1,0,0,1
21,81,83,Female,108,0,0,1,1,1,0,1,1,0,0
30,45,71,Male,108,0,1,0,1,0,0,1,1,0,1
42,79,70,Male,77,0,0,0,1,0,1,1,0,0,1
25,59,94,Female,71,0,1,0,1,1,0,1,0,0,1
31,61,72,Male,56,0,0,0,0,0,1,0,0,1,0
27,72,100,Male,74,0,0,0,1,1,0,0,1,1,0
27,49,106,Female,90,0,1,0,1,1,0,1,0,0,0
21,77,70,Male,60,0,1,0,1,0,0,1,1,1,0
39,76,111,Female,79,1,0,0,1,0,0,1,1,1,1
34,74,83,Male,51,0,0,0,1,1,0,1,0,1,1
26,72,116,Male,90,0,0,0,1,0,1,0,1,0,0
39,57,110,Female,118,1,1,1,1,0,0,0,1,0,0
28,45,111,Male,119,1,1,1,0,0,0,0,0,1,1
39,46,101,Female,79,1,1,0,1,1,1,0,1,0,1
42,66,104,Female,64,0,0,0,0,1,1,1,1,0,1
37,59,76,Male,59,1,1,0,0,1,1,0,0,1,1
39,64,118,Female,115,1,1,1,1,1,0,0,1,1,1
29,70,117,Male,118,1,1,0,1,0,1,1,0,1,0
31,74,81,Female,118,1,1,0,0,1,1,1,1,0,0
21,45,70,Male,92,1,0,0,1,0,0,0,0,0,1
37,55,90,Male,115,0,0,0,1,0,1,1,0,0,1
30,63,91,Male,85,1,1,0,1,0,1,0,1,1,1
44,62,70,Female,68,0,0,0,0,1,0,1,1,1,0
29,61,109,Male,84,1,0,0,0,1,0,0,0,1,1
26,78,113,Female,114,0,0,1,1,0,0,0,1,0,0
33,64,75,Male,94,0,0,0,0,0,1,1,1,0,1
44,53,115,Female,98,1,1,0,1,1,0,1,0,0,0
40,80,76,Male,118,1,0,0,0,1,1,0,0,1,0
20,59,85,Female,85,0,1,0,0,0,0,0,1,0,1
27,81,84,Male,110,0,1,0,0,1,1,0,1,1,1
38,71,86,Male,68,1,1,1,0,1,0,1,0,0,1
27,55,106,Male,52,1,1,0,0,1,0,0,1,0,1
34,48,104,Female,71,1,1,0,1,0,1,0,1,1,1
36,81,72,Male,103,1,1,0,0,0,1,0,1,1,0
23,77,80,Female,70,0,1,0,0,0,1,1,1,1,0
35,68,103,Female,59,1,1,0,1,1,1,0,1,0,1
39,81,91,Female,101,1,0,0,1,0,0,0,1,0,0
43,46,81,Female,75,0,1,1,1,0,1,1,1,0,1
35,65,97,Female,62,0,0,0,1,1,0,0,0,0,0
19,61,94,Male,106,0,0,1,1,1,1,0,1,0,0
22,70,116,Female,106,1,0,1,1,0,1,0,1,1,1
28,47,93,Female,46,1,0,1,0,0,1,1,1,0,1
32,53,110,Female,82,1,1,1,1,1,0,1,1,0,1
40,71,107,Female,54,0,0,0,0,1,0,1,0,0,0
38,70,74,Male,100,0,0,1,0,1,1,0,0,1,1
42,46,86,Male,101,0,1,0,0,0,1,0,0,1,0
40,77,91,Male,93,0,0,1,0,1,0,0,1,1,1
19,49,92,Female,61,1,1,0,1,0,0,1,1,0,1
26,77,112,Female,86,0,0,1,0,1,0,1,0,1,0
20,54,91,Male,113,1,1,1,1,0,1,0,0,0,1
33,54,95,Female,99,1,1,0,1,1,0,1,0,1,0
28,67,100,Male,90,0,0,1,0,0,0,0,1,1,0
26,68,86,Male,70,1,1,0,0,1,1,0,0,1,0
44,78,71,Female,103,0,0,1,1,0,0,1,1,1,0
19,63,95,Female,117,1,0,1,0,1,0,1,0,0,1
26,66,113,Male,119,1,1,0,1,0,1,0,0,1,0
41,55,74,Female,92,1,1,0,0,0,1,1,1,0,1
33,74,76,Male,58,0,0,1,0,0,0,0,0,1,1
27,52,98,Male,109,0,0,1,0,1,0,0,0,1,0
39,68,76,Female,56,1,1,1,0,0,1,1,1,1,1
25,54,78,Male,69,0,1,0,1,0,0,0,1,1,0
22,79,108,Male,89,1,0,1,1,0,0,0,0,0,0
42,62,113,Female,111,0,0,0,1,0,0,0,1,1,0
42,73,96,Male,93,0,0,0,0,1,0,1,1,0,0
39,55,92,Male,110,0,0,0,0,1,1,1,1,1,1
33,58,101,Female,86,1,0,0,0,0,0,1,0,0,1
24,71,90,Male,62,1,1,0,1,0,1,0,1,1,0
32,78,98,Female,79,1,0,1,0,0,0,0,0,1,0
22,50,102,Male,72,1,1,1,0,0,0,0,1,1,1
28,53,95,Male,78,0,0,1,0,1,0,1,0,1,1
29,51,100,Female,105,0,0,1,0,1,1,1,1,1,1
36,76,84,Male,101,0,1,0,1,1,0,0,1,0,0
29,46,92,Male,73,1,1,0,0,1,1,0,1,1,1
44,48,76,Female,71,1,1,1,1,1,1,1,1,1,1
21,47,114,Male,88,1,0,1,0,0,1,0,1,1,1
30,49,102,Male,108,1,1,0,1,1,0,1,0,0,1
20,61,87,Female,113,1,0,0,1,0,1,1,0,0,1
25,57,88,Female,73,0,1,0,1,0,1,1,1,1,0
37,63,92,Female,82,1,1,0,0,1,0,0,0,1,0
32,61,107,Male,105,0,0,0,0,1,0,0,0,1,0
42,49,72,Male,60,0,1,0,0,0,1,1,1,1,1
24,66,103,Male,76,0,1,0,0,1,0,1,0,1,0
40,50,103,Female,96,0,1,1,0,1,0,0,1,1,1
27,74,78,Male,82,0,1,0,1,1,0,1,0,1,1
29,74,110,Female,76,0,0,0,1,0,1,1,0,0,1
22,49,119,Male,90,1,0,1,1,0,1,0,1,0,0
29,68,105,Female,80,1,1,0,1,1,0,1,0,0,0
29,71,113,Female,109,0,1,0,0,0,0,0,0,0,0
40,56,118,Male,102,0,0,1,1,1,0,0,1,0,1
24,73,109,Female,72,1,1,0,0,1,0,1,1,0,1
23,56,87,Female,76,1,0,1,0,0,1,1,1,0,0
19,78,112,Female,68,0,0,1,0,0,1,1,1,0,1
24,78,103,Female,107,1,0,1,1,0,1,1,0,0,0
40,62,102,Male,73,1,0,1,0,0,1,1,0,0,1
23,69,117,Female,85,0,0,0,0,0,0,1,1,0,1
41,54,84,Male,94,0,0,0,0,0,0,1,0,1,1
25,69,115,Female,62,1,1,0,0,1,0,1,0,0,1
37,50,104,Male,104,0,1,0,1,1,0,1,0,0,0
31,61,81,Male,82,1,0,1,1,0,1,0,0,1,0
24,72,108,Female,69,1,0,1,0,0,1,1,1,1,0
41,63,69,Female,97,1,0,0,1,0,1,0,1,1,0
44,53,84,Female,92,0,1,1,0,0,0,0,1,0,1
38,56,76,Female,58,1,1,0,1,0,0,1,0,1,0
26,73,73,Female,108,1,0,1,1,1,0,1,1,0,0
37,73,109,Female,50,0,0,1,1,1,1,0,1,0,1
30,58,106,Female,82,1,0,0,1,1,1,1,1,1,1
44,75,107,Female,77,1,0,0,1,1,1,1,1,0,1
43,65,90,Male,94,0,1,1,1,1,1,1,1,1,1
40,50,71,Female,47,0,1,0,1,1,1,0,0,0,0
20,67,73,Male,76,1,0,1,1,1,1,0,1,1,1
32,64,111,Female,113,0,0,1,1,1,0,1,1,1,1
22,73,80,Male,92,1,1,1,1,1,0,1,0,0,0
35,79,101,Female,70,1,0,0,1,1,0,0,0,0,1
31,72,82,Male,102,1,1,0,1,1,0,0,0,1,1
37,46,104,Male,60,1,1,0,1,1,0,0,0,1,0
42,59,99,Female,58,1,0,1,0,0,0,1,1,1,0
30,52,96,Female,59,1,0,1,0,1,0,1,0,0,0
29,46,95,Female,104,0,1,0,0,0,1,1,1,0,0
24,64,94,Female,119,0,0,0,1,1,1,1,0,0,0
36,69,114,Female,110,0,1,0,0,1,0,0,1,1,0
40,77,109,Female,88,0,1,0,0,1,0,1,0,0,1
30,51,100,Female,72,1,0,0,1,1,0,0,0,1,1
34,55,109,Female,61,1,1,1,1,0,1,1,0,0,0
40,68,105,Female,67,0,1,1,1,1,1,0,1,0,0
41,60,81,Female,51,1,0,0,1,0,0,1,0,1,0
24,64,105,Female,75,1,1,1,0,1,1,0,1,0,0
31,49,76,Female,56,1,0,1,0,1,0,1,0,1,0
43,45,119,Male,72,1,0,1,1,1,0,1,1,1,1
41,73,118,Female,54,0,1,1,1,1,0,1,1,1,0
44,70,84,Male,106,0,0,0,0,1,1,1,0,0,0
20,70,98,Male,84,1,1,0,0,0,1,1,1,1,1
28,50,102,Female,111,0,1,0,1,1,0,0,0,0,1
44,71,81,Male,66,0,0,1,1,1,0,1,0,1,1
36,77,91,Male,66,0,0,1,1,0,0,0,0,0,1
42,81,77,Male,52,1,0,1,1,1,1,0,1,0,1
24,60,101,Female,115,1,1,0,1,1,0,1,1,0,0
30,48,95,Female,84,0,0,0,0,1,1,0,0,0,0
37,50,79,Male,103,0,1,1,0,0,0,1,1,0,1
30,65,85,Male,104,1,0,1,1,0,0,0,0,0,0
36,54,119,Female,51,0,0,1,1,1,1,1,1,0,1
28,78,101,Male,66,1,0,1,1,1,0,1,0,1,0
40,61,97,Male,103,1,0,0,0,1,1,1,1,1,1
42,49,116,Female,86,1,0,1,0,1,0,0,1,1,0
30,50,90,Female,55,0,0,0,1,0,1,0,1,0,0
29,71,76,Male,61,0,0,1,0,1,0,1,1,1,1
43,63,88,Female,117,1,0,1,0,1,1,0,1,0,1
26,46,111,Male,54,0,1,0,0,0,0,0,1,1,1
30,53,101,Female,116,0,1,0,1,0,1,1,1,0,0
41,72,114,Male,82,1,1,0,0,1,1,0,1,1,1
25,49,100,Male,96,1,0,0,0,0,0,1,0,0,0
28,52,99,Female,71,1,1,1,1,1,0,1,0,0,1
36,64,89,Female,89,0,0,1,0,1,0,1,1,1,0
27,49,90,Female,71,0,1,1,0,1,0,1,1,0,1
30,75,97,Female,91,1,1,1,0,0,0,1,1,1,1
41,47,76,Female,49,1,0,1,1,0,0,0,1,1,1
39,75,105,Female,111,0,0,1,0,0,0,1,1,0,0
41,53,74,Male,107,0,0,1,1,1,1,1,1,0,1
25,61,72,Female,86,0,1,0,0,1,1,1,1,0,1
33,74,103,Male,61,0,0,0,1,1,1,0,0,0,1
27,54,82,Female,89,1,1,1,1,0,1,1,0,0,0
32,76,90,Male,63,1,1,0,1,0,0,0,0,1,1
39,74,118,Male,82,1,0,0,0,1,1,1,1,1,1
37,55,78,Female,114,1,1,1,1,1,0,0,1,1,0
39,80,82,Male,67,1,1,1,1,0,0,1,1,1,1
32,69,71,Male,60,0,1,0,1,0,0,1,1,0,1
19,78,117,Male,106,1,0,1,1,1,0,1,1,0,1
